accuracy,completeness,fluency,prosodic,total,words,speaker,gender,age,split
7,10.0,7,7,6,"[{'accuracy': 10, 'phones': array(['AY0'], dtype=object), 'phones-accuracy': array([2.]), 'stress': 10, 'text': 'I', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['JH', 'AH0', 'S', 'T'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'JUST', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['W', 'AA0', 'N', 'T'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'WANT', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['T', 'UW0'], dtype=object), 'phones-accuracy': array([2. , 1.6]), 'stress': 10, 'text': 'TO', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['S', 'IY0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'SEE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['HH', 'ER0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'HER', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['S', 'EY0', 'F'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'SAFE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['IH0', 'N'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'IN', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 3, 'phones': array(['Y', 'UH', 'AH0'], dtype=object), 'phones-accuracy': array([2. , 0.6, 0.6]), 'stress': 10, 'text': 'YOUR', 'total': 4, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 5, 'phones': array(['HH', 'AE1', 'N', 'D', 'Z', 'AA1', 'N'], dtype=object), 'phones-accuracy': array([2. , 1.6, 1.6, 1. , 1. , 1.2, 1.2]), 'stress': 10, 'text': 'HANDS', 'total': 6, 'mispronunciations': array([], dtype=object)}]",9618,f,24,test
3,10.0,6,6,3,"[{'accuracy': 10, 'phones': array(['B', 'AH0', 'T'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'BUT', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 3, 'phones': array(['HH', 'IH', 'AH0'], dtype=object), 'phones-accuracy': array([2., 0., 0.]), 'stress': 10, 'text': 'HERE', 'total': 4, 'mispronunciations': array([{'canonical-phone': 'IH', 'index': 1, 'pronounced-phone': 'ER'},
        {'canonical-phone': 'AH', 'index': 2, 'pronounced-phone': '<DEL>'}],
       dtype=object)}
 {'accuracy': 10, 'phones': array(['IH0', 'T'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'IT', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['IH0', 'Z'], dtype=object), 'phones-accuracy': array([2. , 1.6]), 'stress': 10, 'text': 'IS', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['DH', 'AE0', 'T'], dtype=object), 'phones-accuracy': array([2. , 1.6, 2. ]), 'stress': 10, 'text': 'THAT', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['AY0'], dtype=object), 'phones-accuracy': array([2.]), 'stress': 10, 'text': 'I', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['M', 'AH0', 'S', 'T'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'MUST', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['M', 'EY0', 'K'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'MAKE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['M', 'AY0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'MY', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 3, 'phones': array(['K', 'AH0', 'N', 'F', 'EH1', 'SH', 'N'], dtype=object), 'phones-accuracy': array([1.6, 1.6, 1.6, 0.8, 0. , 0. , 0. ]), 'stress': 10, 'text': 'CONFESSION', 'total': 4, 'mispronunciations': array([{'canonical-phone': 'EH', 'index': 4, 'pronounced-phone': 'IH'},
        {'canonical-phone': 'SH', 'index': 5, 'pronounced-phone': '<unk>'},
        {'canonical-phone': 'N', 'index': 6, 'pronounced-phone': '<unk>'}],
       dtype=object)}                                                                                                                                                                                                                                                                                ]",9618,f,24,test
7,10.0,7,6,6,"[{'accuracy': 10, 'phones': array(['AE0', 'N', 'D'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'AND', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['DH', 'EH0', 'N'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'THEN', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['DH', 'EH0', 'R'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'THERE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 3, 'phones': array(['W', 'AH0', 'Z'], dtype=object), 'phones-accuracy': array([2., 0., 2.]), 'stress': 10, 'text': 'WAS', 'total': 4, 'mispronunciations': array([{'canonical-phone': 'AH', 'index': 1, 'pronounced-phone': 'EY'}],
       dtype=object)}
 {'accuracy': 10, 'phones': array(['AH0', 'N'], dtype=object), 'phones-accuracy': array([1.6, 2. ]), 'stress': 10, 'text': 'AN', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['EH0', 'N', 'D'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'END', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['AH0', 'V'], dtype=object), 'phones-accuracy': array([2. , 1.6]), 'stress': 10, 'text': 'OF', 'total': 9, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['IH0', 'T'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'IT', 'total': 10, 'mispronunciations': array([], dtype=object)}]",9618,f,24,test
7,10.0,7,6,6,"[{'accuracy': 10, 'phones': array(['AY0'], dtype=object), 'phones-accuracy': array([2.]), 'stress': 10, 'text': 'I', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 6, 'phones': array(['AA0', 'S', 'K', 'T'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'ASKED', 'total': 6, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 8, 'phones': array(['N', 'AH0', 'T'], dtype=object), 'phones-accuracy': array([2., 1., 2.]), 'stress': 10, 'text': 'NOT', 'total': 8, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['IY1', 'V', 'N'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'EVEN', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['L', 'UH1', 'K', 'IH0', 'NG'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2., 2.]), 'stress': 10, 'text': 'LOOKING', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['AH0', 'P'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'UP', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 3, 'phones': array(['AE0', 'T'], dtype=object), 'phones-accuracy': array([0. , 1.6]), 'stress': 10, 'text': 'AT', 'total': 4, 'mispronunciations': array([{'canonical-phone': 'AE', 'index': 0, 'pronounced-phone': 'IH'}],
       dtype=object)}
 {'accuracy': 10, 'phones': array(['HH', 'IH0', 'M'], dtype=object), 'phones-accuracy': array([2. , 2. , 1.8]), 'stress': 10, 'text': 'HIM', 'total': 10, 'mispronunciations': array([], dtype=object)}]",9618,f,24,test
6,10.0,6,6,5,"[{'accuracy': 10, 'phones': array(['HH', 'IY0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'HE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['HH', 'AE0', 'D'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'HAD', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 5, 'phones': array(['K', 'AO0', 'L', 'D'], dtype=object), 'phones-accuracy': array([2. , 1.2, 1.6, 2. ]), 'stress': 10, 'text': 'CALLED', 'total': 6, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['DH', 'EH0', 'M'], dtype=object), 'phones-accuracy': array([2. , 1.6, 1.4]), 'stress': 10, 'text': 'THEM', 'total': 9, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['DH', 'AE0', 'T'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'THAT', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 3, 'phones': array(['HH', 'IH0', 'M', 'S', 'EH1', 'L', 'F'], dtype=object), 'phones-accuracy': array([2. , 2. , 0. , 1.6, 1. , 1.2, 1.6]), 'stress': 10, 'text': 'HIMSELF', 'total': 4, 'mispronunciations': array([{'canonical-phone': 'M', 'index': 2, 'pronounced-phone': 'Z'}],
       dtype=object)}
 {'accuracy': 10, 'phones': array(['IH0', 'N'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'IN', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['HH', 'IH0', 'Z'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'HIS', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['D', 'EY0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'DAY', 'total': 10, 'mispronunciations': array([], dtype=object)}]",9618,f,24,test
6,10.0,5,5,5,"[{'accuracy': 10, 'phones': array(['Y', 'UW0'], dtype=object), 'phones-accuracy': array([1.8, 1.8]), 'stress': 10, 'text': 'YOU', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['SH', 'UH0', 'D'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'SHOULD', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['N', 'OW0'], dtype=object), 'phones-accuracy': array([2. , 1.2]), 'stress': 10, 'text': 'KNOW', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['DH', 'AE0', 'T'], dtype=object), 'phones-accuracy': array([2. , 1.6, 1.2]), 'stress': 10, 'text': 'THAT', 'total': 9, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['AH0', 'N', 'D'], dtype=object), 'phones-accuracy': array([2. , 1.8, 2. ]), 'stress': 10, 'text': 'AND', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['Y', 'UW0'], dtype=object), 'phones-accuracy': array([2. , 1.8]), 'stress': 10, 'text': 'YOU', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 3, 'phones': array(['AO1', 'L', 'W', 'EY0', 'Z'], dtype=object), 'phones-accuracy': array([0.8, 0. , 0. , 0. , 0. ]), 'stress': 10, 'text': 'ALWAYS', 'total': 4, 'mispronunciations': array([{'canonical-phone': 'L', 'index': 1, 'pronounced-phone': 'AH'},
        {'canonical-phone': 'W', 'index': 2, 'pronounced-phone': 'W*'},
        {'canonical-phone': 'EY', 'index': 3, 'pronounced-phone': 'ER'},
        {'canonical-phone': 'Z', 'index': 4, 'pronounced-phone': '<DEL>'}],
       dtype=object)}
 {'accuracy': 10, 'phones': array(['W', 'IH0', 'L'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'WILL', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['B', 'IY0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'BE', 'total': 10, 'mispronunciations': array([], dtype=object)}]",9622,f,20,test
6,10.0,5,5,5,"[{'accuracy': 10, 'phones': array(['HH', 'IY0'], dtype=object), 'phones-accuracy': array([2. , 1.8]), 'stress': 10, 'text': 'HE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['L', 'UH0', 'K', 'T'], dtype=object), 'phones-accuracy': array([2. , 2. , 2. , 1.6]), 'stress': 10, 'text': 'LOOKED', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['B', 'AE0', 'K'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'BACK', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 3, 'phones': array(['AE0', 'T'], dtype=object), 'phones-accuracy': array([1.2, 1.2]), 'stress': 10, 'text': 'AT', 'total': 4, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['M', 'IY0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'ME', 'total': 10, 'mispronunciations': array([], dtype=object)}]",9622,f,20,test
6,10.0,5,5,5,"[{'accuracy': 10, 'phones': array(['SH', 'IY0'], dtype=object), 'phones-accuracy': array([1.6, 1.8]), 'stress': 10, 'text': 'SHE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['TH', 'AO0', 'T'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'THOUGHT', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['F', 'AO0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'FOR', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['AH0'], dtype=object), 'phones-accuracy': array([2.]), 'stress': 10, 'text': 'A', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 3, 'phones': array(['M', 'OW1', 'M', 'AH0', 'N', 'T'], dtype=object), 'phones-accuracy': array([1.6, 0. , 0. , 0. , 0. , 0.8]), 'stress': 10, 'text': 'MOMENT', 'total': 4, 'mispronunciations': array([{'canonical-phone': 'OW', 'index': 1, 'pronounced-phone': 'AH'},
        {'canonical-phone': 'M', 'index': 2, 'pronounced-phone': '<DEL>'},
        {'canonical-phone': 'AH', 'index': 3, 'pronounced-phone': '<DEL>'},
        {'canonical-phone': 'N', 'index': 4, 'pronounced-phone': '<DEL>'}],
       dtype=object)}                                                                                                                                                                                                                                                                 ]",9622,f,20,test
4,10.0,4,4,4,"[{'accuracy': 3, 'phones': array(['DH', 'EH0', 'R'], dtype=object), 'phones-accuracy': array([2. , 0.8, 0.8]), 'stress': 10, 'text': 'THERE', 'total': 4, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 3, 'phones': array(['W', 'AH0', 'Z'], dtype=object), 'phones-accuracy': array([2. , 1.6, 0.4]), 'stress': 10, 'text': 'WAS', 'total': 4, 'mispronunciations': array([{'canonical-phone': 'Z', 'index': 2, 'pronounced-phone': '<DEL>'}],
       dtype=object)}
 {'accuracy': 10, 'phones': array(['N', 'OW0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'NO', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['W', 'AH0', 'N'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'ONE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 3, 'phones': array(['EH0', 'L', 'S'], dtype=object), 'phones-accuracy': array([2. , 2. , 0.4]), 'stress': 10, 'text': 'ELSE', 'total': 4, 'mispronunciations': array([{'canonical-phone': 'S', 'index': 2, 'pronounced-phone': '<DEL>'}],
       dtype=object)}
 {'accuracy': 10, 'phones': array(['SH', 'IY0'], dtype=object), 'phones-accuracy': array([1.6, 1.8]), 'stress': 10, 'text': 'SHE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 5, 'phones': array(['W', 'AA1', 'N', 'T', 'IH0', 'D'], dtype=object), 'phones-accuracy': array([2. , 2. , 2. , 2. , 1.4, 0. ]), 'stress': 10, 'text': 'WANTED', 'total': 6, 'mispronunciations': array([{'canonical-phone': 'D', 'index': 5, 'pronounced-phone': '<DEL>'}],
       dtype=object)}
 {'accuracy': 10, 'phones': array(['B', 'AY0'], dtype=object), 'phones-accuracy': array([2. , 1.6]), 'stress': 10, 'text': 'BY', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['HH', 'ER0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'HER', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 3, 'phones': array(['S', 'AY0', 'D'], dtype=object), 'phones-accuracy': array([2. , 1.2, 0.8]), 'stress': 10, 'text': 'SIDE', 'total': 4, 'mispronunciations': array([], dtype=object)}]",9622,f,20,test
5,10.0,5,5,5,"[{'accuracy': 10, 'phones': array(['B', 'AH0', 'T'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'BUT', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['W', 'AH0', 'T'], dtype=object), 'phones-accuracy': array([2. , 1.8, 2. ]), 'stress': 10, 'text': 'WHAT', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['IH0', 'F'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'IF', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['W', 'AH0', 'T'], dtype=object), 'phones-accuracy': array([2. , 1.8, 1.8]), 'stress': 10, 'text': 'WHAT', 'total': 9, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['DH', 'EY0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'THEY', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['W', 'ER0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'WERE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 3, 'phones': array(['D', 'UW1', 'IH0', 'NG'], dtype=object), 'phones-accuracy': array([2. , 1.6, 0.8, 0.8]), 'stress': 10, 'text': 'DOING', 'total': 4, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 8, 'phones': array(['W', 'AH0', 'Z'], dtype=object), 'phones-accuracy': array([2. , 1.4, 1.8]), 'stress': 10, 'text': 'WAS', 'total': 8, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 3, 'phones': array(['R', 'AY0', 'T'], dtype=object), 'phones-accuracy': array([2. , 0. , 0.4]), 'stress': 10, 'text': 'RIGHT', 'total': 4, 'mispronunciations': array([{'canonical-phone': 'AY', 'index': 1, 'pronounced-phone': 'EY'},
        {'canonical-phone': 'T', 'index': 2, 'pronounced-phone': '<DEL>'}],
       dtype=object)}                                                                                                                                                                                                                                ]",9622,f,20,test
3,10.0,4,4,3,"[{'accuracy': 3, 'phones': array(['IH0', 'T'], dtype=object), 'phones-accuracy': array([2. , 0.4]), 'stress': 10, 'text': 'IT', 'total': 4, 'mispronunciations': array([{'canonical-phone': 'T', 'index': 1, 'pronounced-phone': '<DEL>'}],
       dtype=object)}
 {'accuracy': 10, 'phones': array(['HH', 'AE0', 'D'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'HAD', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['HH', 'AE1', 'P', 'AH0', 'N', 'D'], dtype=object), 'phones-accuracy': array([2. , 2. , 2. , 2. , 2. , 1.2]), 'stress': 10, 'text': 'HAPPENED', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['T', 'UW0'], dtype=object), 'phones-accuracy': array([2. , 1.6]), 'stress': 10, 'text': 'TO', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 3, 'phones': array(['HH', 'IH0', 'M'], dtype=object), 'phones-accuracy': array([2. , 2. , 0.4]), 'stress': 10, 'text': 'HIM', 'total': 4, 'mispronunciations': array([{'canonical-phone': 'M', 'index': 2, 'pronounced-phone': '<DEL>'}],
       dtype=object)}
 {'accuracy': 10, 'phones': array(['B', 'IH0', 'F', 'AO1', 'R'], dtype=object), 'phones-accuracy': array([2. , 2. , 2. , 1.6, 2. ]), 'stress': 10, 'text': 'BEFORE', 'total': 10, 'mispronunciations': array([], dtype=object)}]",9622,f,20,test
4,10.0,4,4,4,"[{'accuracy': 10, 'phones': array(['AY0'], dtype=object), 'phones-accuracy': array([1.6]), 'stress': 10, 'text': 'I', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 5, 'phones': array(['AH0', 'M'], dtype=object), 'phones-accuracy': array([0.8, 1.8]), 'stress': 10, 'text': 'AM', 'total': 6, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['N', 'AH0', 'T'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'NOT', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 3, 'phones': array(['G', 'OW0', 'IH0', 'NG'], dtype=object), 'phones-accuracy': array([2., 2., 0., 0.]), 'stress': 10, 'text': 'GOING', 'total': 4, 'mispronunciations': array([{'canonical-phone': 'IH', 'index': 2, 'pronounced-phone': '<DEL>'},
        {'canonical-phone': 'NG', 'index': 3, 'pronounced-phone': '<DEL>'}],
       dtype=object)}
 {'accuracy': 10, 'phones': array(['AW0', 'T'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'OUT', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 3, 'phones': array(['W', 'IH0', 'DH'], dtype=object), 'phones-accuracy': array([2., 2., 0.]), 'stress': 10, 'text': 'WITH', 'total': 4, 'mispronunciations': array([{'canonical-phone': 'DH', 'index': 2, 'pronounced-phone': 'T'}],
       dtype=object)}
 {'accuracy': 10, 'phones': array(['Y', 'UW0'], dtype=object), 'phones-accuracy': array([2. , 1.8]), 'stress': 10, 'text': 'YOU', 'total': 10, 'mispronunciations': array([], dtype=object)}]",9622,f,20,test
5,10.0,4,4,5,"[{'accuracy': 10, 'phones': array(['DH', 'IH0', 'S'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'THIS', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 3, 'phones': array(['W', 'AH0', 'Z'], dtype=object), 'phones-accuracy': array([2. , 2. , 0.6]), 'stress': 10, 'text': 'WAS', 'total': 4, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['N', 'OW0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'NO', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['T', 'AY0', 'M'], dtype=object), 'phones-accuracy': array([2. , 2. , 1.8]), 'stress': 10, 'text': 'TIME', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['T', 'UW0'], dtype=object), 'phones-accuracy': array([2. , 1.6]), 'stress': 10, 'text': 'TO', 'total': 9, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['TH', 'IH0', 'NG', 'K'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'THINK', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 5, 'phones': array(['AH0', 'B', 'AW1', 'T'], dtype=object), 'phones-accuracy': array([2. , 2. , 0.8, 2. ]), 'stress': 10, 'text': 'ABOUT', 'total': 6, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['DH', 'AH0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'THE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 3, 'phones': array(['R', 'IY1', 'AH0', 'L'], dtype=object), 'phones-accuracy': array([2. , 2. , 0.4, 0.4]), 'stress': 10, 'text': 'REAL', 'total': 4, 'mispronunciations': array([{'canonical-phone': 'AH', 'index': 2, 'pronounced-phone': 'IH'},
        {'canonical-phone': 'L', 'index': 3, 'pronounced-phone': '<unk>'}],
       dtype=object)}
 {'accuracy': 5, 'phones': array(['W', 'ER0', 'L', 'D'], dtype=object), 'phones-accuracy': array([2. , 1.6, 0.8, 1.8]), 'stress': 10, 'text': 'WORLD', 'total': 6, 'mispronunciations': array([], dtype=object)}]",9622,f,20,test
6,10.0,5,5,5,"[{'accuracy': 10, 'phones': array(['AY0'], dtype=object), 'phones-accuracy': array([2.]), 'stress': 10, 'text': 'I', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 5, 'phones': array(['T', 'ER0', 'N', 'D'], dtype=object), 'phones-accuracy': array([2. , 2. , 2. , 0.8]), 'stress': 10, 'text': 'TURNED', 'total': 6, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['T', 'UW0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'TO', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['F', 'EY0', 'S'], dtype=object), 'phones-accuracy': array([2. , 2. , 1.2]), 'stress': 10, 'text': 'FACE', 'total': 9, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 3, 'phones': array(['DH', 'AH0', 'M'], dtype=object), 'phones-accuracy': array([2. , 2. , 0.4]), 'stress': 10, 'text': 'THEM', 'total': 4, 'mispronunciations': array([{'canonical-phone': 'M', 'index': 2, 'pronounced-phone': '<DEL>'}],
       dtype=object)}                                                                                                                                                                                                                                   ]",9622,f,20,test
